,num_clusters,silhouette_score,davies_bouldin_score
0,2,0.6547509015460297,0.23990808560266563
1,3,0.35986163935171445,0.8954565771977901
2,4,0.2455030726812582,1.0476231886208822
3,5,0.23651311942720227,1.1965272045088997
4,6,0.2373293125766322,1.0232288280102777
5,7,0.2488039305249671,0.9205270798413966
6,8,0.2375921348987624,0.9432431139148751
7,9,0.22202635977877525,1.041177612458607
8,10,0.19019934976458652,1.0629406002716881
9,11,0.1605179364807768,1.1333434550073453
10,12,0.1580315514912455,0.9619109601180388
11,13,0.16262180819141023,0.9602718191131666
12,14,0.16331681497169226,1.0672624275019782
13,15,0.1617421194216625,1.0423064693563464
14,16,0.15443531405797917,0.9722825617594533
15,17,0.14906339736122326,0.9125015063607863
16,18,0.15379876203267565,0.9194522006697677
17,19,0.15008909597199427,0.8907549134479297
18,20,0.14533874805005367,0.9279922458760372
19,21,0.1378754773152582,0.8978729136722114
20,22,0.15493249524676247,0.8877348305105617
21,23,0.16520809563063357,0.8643214522050898
22,24,0.16906711738232388,0.8542753671848585
23,25,0.18713441540220813,0.8455572987707236
24,26,0.1877384019160363,0.8143101364832759
25,27,0.18449697960424455,0.7657485521386741
26,28,0.18131507874553107,0.750196592763661
27,29,0.17925686609682817,0.7136737054040232
28,30,0.18176143000924813,0.6954992150862273
29,31,0.17948835937008367,0.6855405544779664
30,32,0.17593166147438918,0.692731670411243
31,33,0.17784176170517157,0.6596827142888445
32,34,0.17067352795362742,0.6456618226081368
33,35,0.16088709766017145,0.6335681878707548
34,36,0.1559744312919469,0.6136660939647276
35,37,0.1520783331617482,0.5938893727369058
36,38,0.1505962660371119,0.5780478073113063
37,39,0.14518060319761422,0.5549805534371158
38,40,0.14695071560289288,0.5693194015573468
39,41,0.14041870493044895,0.5496073172609512
40,42,0.1327267293888948,0.5542487332122179
41,43,0.13114929606506678,0.5470015731673992
42,44,0.1296210841743365,0.5390409956797007
43,45,0.12272154129207034,0.5277375441227541
44,46,0.11317002145544906,0.5140217204841254
45,47,0.10550799983813373,0.5123934561588049
46,48,0.10015026859550781,0.511648743087154
47,49,0.09944065725522491,0.49951453097953646
48,50,0.09583604239697194,0.4988715902630936
49,51,0.09095624732946339,0.4824006356678401
50,52,0.0860951238189588,0.4632921781885121
51,53,0.08505487413126231,0.45103356600854705
52,54,0.09340981915462354,0.4549048354838175
53,55,0.09644767325845564,0.4480531822967775
54,56,0.09651323712549256,0.41424793291197476
55,57,0.09479031527948625,0.3884990123255465
56,58,0.09272887168105447,0.37807061261518055
57,59,0.08985097866917685,0.3747624078754714
58,60,0.08488870482466329,0.3671027934843459
59,61,0.08152667692650874,0.34488866539251967
60,62,0.08537186009692073,0.3311948103108626
61,63,0.07911358796330147,0.31497943204813605
62,64,0.07439779893466075,0.29515899084798425
63,65,0.0735899343730364,0.2863307181566655
64,66,0.06820493638958679,0.2708600179484444
65,67,0.06427982525391028,0.2470881042366766
66,68,0.057978104656213766,0.2288490775180487
67,69,0.04994170013959211,0.22010355038472781
68,70,0.040743615180788735,0.2102829663193124
69,71,0.03468110172295727,0.16815476207394928
