,num_clusters,silhouette_score,davies_bouldin_score
0,2,0.3795959444373227,1.0820098252911747
1,3,0.41111152652879007,0.8158397553263289
2,4,0.3743097843189693,0.988973975763463
3,5,0.33114376450687216,1.0532327423897427
4,6,0.31923321868299953,1.116548667905315
5,7,0.29630140865315996,1.1614733680238056
6,8,0.30805540672327975,1.0825079673511853
7,9,0.3091103794690105,0.9614404355636403
8,10,0.3127456388857957,0.8678072157770551
9,11,0.2584679149804464,0.9072590427926581
10,12,0.26573139560693165,0.8874018555181618
11,13,0.26974210196588305,0.9035531383677537
12,14,0.2726393128794375,0.9613503292436754
13,15,0.2639940578730923,0.9810481849161836
14,16,0.26252266076906394,0.9356705937800096
15,17,0.2778037135135199,0.8847231294894129
16,18,0.28415047777358454,0.859027225486675
17,19,0.2728589735423848,0.8872567320138673
18,20,0.2666457033036349,0.8363796937269601
19,21,0.26559805166195594,0.813702278223378
20,22,0.27263117013594546,0.7968352995751335
21,23,0.27103368532621136,0.7639391502499947
22,24,0.26794888361834085,0.7384518091733027
23,25,0.260148273112234,0.7537313996475895
24,26,0.2622200712346363,0.7510682760416815
25,27,0.26144191016615537,0.759395557913035
26,28,0.25332135251373394,0.7683949059849946
27,29,0.2512200398933397,0.7464073070009557
28,30,0.2438609575086905,0.731673301517099
29,31,0.24337440712856126,0.7225099687995138
30,32,0.2395506947720035,0.7277541055023073
31,33,0.23643642576450608,0.7177994403375219
32,34,0.23336791777235752,0.6872009515976972
33,35,0.23155119082630476,0.6769792329339548
34,36,0.22738002052645598,0.6492421142115403
35,37,0.22275521814734048,0.621227325002458
36,38,0.20517356468325545,0.6022576903169318
37,39,0.20555629732497532,0.5940051575552453
38,40,0.2063780005547244,0.58652501739149
39,41,0.206084756567887,0.5581671834899601
40,42,0.2079709759592683,0.5439625889417474
41,43,0.203359585292262,0.5331923368816925
42,44,0.20652001857771432,0.530145534575479
43,45,0.20171150953907663,0.5115736559649786
44,46,0.19738530514082642,0.4824315582466074
45,47,0.20779385762996713,0.47223590773309726
46,48,0.21747173427420924,0.4543588855509271
47,49,0.21187052729979977,0.4233349246888189
48,50,0.20782437950078564,0.4322814664279284
49,51,0.20496826637605864,0.40163438563496956
50,52,0.20160727154900124,0.38645219747115156
51,53,0.19478323911334128,0.367380236197056
52,54,0.18697414531457343,0.3540745320999537
53,55,0.1804625128557873,0.3329861484109622
54,56,0.1751063318164725,0.31174106479149405
55,57,0.1695912915838004,0.30336201698988824
56,58,0.16720120611992387,0.2759703628003102
57,59,0.16404053059808052,0.2691259772655518
58,60,0.15649001371606341,0.21838048976604293
59,61,0.14313440006185815,0.20948404729301112
60,62,0.12919662786239025,0.20551400044724527
61,63,0.12337600791174519,0.1916900907977135
62,64,0.11378922532520368,0.1930190660366582
63,65,0.10836809616370945,0.1795570644844439
64,66,0.09928384875820247,0.16686246775996308
65,67,0.09556099818637606,0.15868973456555666
66,68,0.07829985127088993,0.14935675941956306
67,69,0.06436188063075314,0.14525809353919694
68,70,0.05718694563603352,0.13613040534058074
69,71,0.0515598895756161,0.12666569788181273
