,num_clusters,silhouette_score,davies_bouldin_score
0,2,0.25195196424196004,1.5729338130008872
1,3,0.29270432591140394,1.063013906615335
2,4,0.3154343950321751,0.9823972829797585
3,5,0.31605573483823596,1.1025673847190525
4,6,0.2786212824179033,1.2604530504243148
5,7,0.25593611162638213,1.3066200989302215
6,8,0.25988610832463954,1.2289085911857451
7,9,0.2377273460491172,1.4144241309846879
8,10,0.1987401260288784,1.3783993534995769
9,11,0.22402872961505735,1.2267279083273197
10,12,0.19317155220263946,1.310431532228034
11,13,0.20599187358407478,1.2155838837895698
12,14,0.20203464787316505,1.1308342066837302
13,15,0.18518592126132727,1.216370689192068
14,16,0.1968194876569056,1.1719939029958706
15,17,0.19153211187828031,1.1278905370465013
16,18,0.1832350467996681,1.1373745276125355
17,19,0.16468245458956537,1.1615301814435917
18,20,0.17061239519025495,1.1407752349910227
19,21,0.18888592016107453,0.9877169023786271
20,22,0.18946137419107134,0.9423828037767069
21,23,0.16441309441190052,0.984798875989431
22,24,0.1589876084328392,1.0080104823655893
23,25,0.14289030764537725,0.9781079489793403
24,26,0.13669225294217313,0.9529073195725809
25,27,0.11177102119519804,1.0612170805548555
26,28,0.10605939399090837,1.0470799722366764
27,29,0.09529107921479468,0.9765896134188212
28,30,0.08664917716163875,1.0244269606516423
29,31,0.09073878248249902,1.0226987079631906
30,32,0.07582831820108318,1.007271835260706
31,33,0.08346423318232582,0.9848314035127164
32,34,0.11948212884127249,0.9320077629259788
33,35,0.0756448425753149,0.9389135957197945
34,36,0.10836561379669732,0.8764436231284098
35,37,0.10940580989439942,0.8437904835360396
36,38,0.11820454652964071,0.8346312193209373
37,39,0.11316614732740746,0.8295931674058249
38,40,0.0966928206465464,0.8260080341698007
39,41,0.08966512796818447,0.8173509303882344
40,42,0.09284797895729303,0.79729533963159
41,43,0.07505118469408231,0.7949954953783926
42,44,0.07698157065706199,0.7744928888649212
43,45,0.1093944865122877,0.6361404998778
44,46,0.10408312589499781,0.6331863475243023
45,47,0.09818619570258878,0.6365022992648482
46,48,0.09988559100107239,0.6252914434741922
47,49,0.09421914690926832,0.6004614891693753
48,50,0.09561971053106398,0.5816379424158923
49,51,0.09900007960857413,0.5624956377639211
50,52,0.09763286037158483,0.548561262819934
51,53,0.08586858493795531,0.5409263229472852
52,54,0.08940731885142555,0.5285378974126239
53,55,0.08354528069538793,0.5152230773673724
54,56,0.07592603586259247,0.4998949963813052
55,57,0.07930075684681546,0.4814462296951709
56,58,0.06647701613478399,0.4800306045204067
57,59,0.060369562070705075,0.4707251591940074
58,60,0.05977447855546145,0.4645094915249381
59,61,0.05492347230217888,0.4563693213186989
60,62,0.06100669685860079,0.4568086466304434
61,63,0.06524629182846574,0.4041382290568312
62,64,0.055549146200676275,0.4277763171952538
63,65,0.04891413606894265,0.4196801610414252
64,66,0.048598537775628906,0.39100514702881584
65,67,0.03355836336571805,0.35636755802941944
66,68,0.022109936868623174,0.35303662844696343
67,69,0.020600209684682708,0.3162910659383196
68,70,0.042823656291673035,0.25673022056527606
69,71,0.01645264355439636,0.2281103398918816
