,num_clusters,silhouette_score,davies_bouldin_score
0,2,0.23847680718355396,1.4169371032828058
1,3,0.28902139190560694,1.0732132681749673
2,4,0.31668318712990295,1.0133563722703576
3,5,0.3153016397440718,1.1032189044646399
4,6,0.27286147788973136,1.271852457664699
5,7,0.24841423467831072,1.335022676506983
6,8,0.25234700160289575,1.268532903964589
7,9,0.21402155565323971,1.2929828476949772
8,10,0.21794862898845263,1.2202674250817256
9,11,0.20205117697969355,1.259609396980064
10,12,0.19768205824470922,1.3248047279979602
11,13,0.21227344009844226,1.2353795395493228
12,14,0.1806554983791323,1.2350966177832585
13,15,0.19961069953974905,1.166737155833832
14,16,0.17040253660854612,1.290148932009079
15,17,0.18181085215464313,1.1199570640169367
16,18,0.17910748560580045,1.1273702718263814
17,19,0.17547030052447488,1.1292340280618403
18,20,0.17933882182263003,1.112866149059782
19,21,0.16417716846135139,1.08227859528678
20,22,0.1578503532410562,1.0032622827813842
21,23,0.15350995294675604,1.018008686538427
22,24,0.13546373628444272,1.0343521515561898
23,25,0.13606412196993167,1.0062371396035146
24,26,0.13375998851328522,1.0286248094655883
25,27,0.13482315751710128,0.9937543169351647
26,28,0.13749769360717207,0.9368552820891777
27,29,0.1373844376542395,0.948559403867786
28,30,0.14334428664531068,0.904436338696252
29,31,0.1407678591036681,0.9079388835969795
30,32,0.12421749114305448,0.956604338774005
31,33,0.12307863345836473,0.9657844670583379
32,34,0.11758829838576837,0.9489089356088222
33,35,0.10567692743080209,0.9356157944088618
34,36,0.09229249826059824,0.9068522145388734
35,37,0.0829358143319121,0.8864032375562211
36,38,0.12531037058793923,0.7874948819402435
37,39,0.1197863781765268,0.7845242706739475
38,40,0.08511587284821741,0.8620092579171592
39,41,0.08757471568026412,0.8466182301705957
40,42,0.07606451355455816,0.824642517015211
41,43,0.11198712504865461,0.7133490844039758
42,44,0.07130536299461998,0.7813959293330399
43,45,0.07116579744977852,0.7573487624947142
44,46,0.10010701496046401,0.6698703301056441
45,47,0.08788953190165896,0.6658312897110653
46,48,0.08804300859015896,0.6540648175178179
47,49,0.08436415825969265,0.6249078842617761
48,50,0.08573478919985252,0.6079400508765617
49,51,0.08834288592417801,0.5897205310540908
50,52,0.09194776570616944,0.5831532656600775
51,53,0.07957821979709165,0.5755427548393045
52,54,0.08392358263670537,0.5408462940339119
53,55,0.07513817880884575,0.530834141662422
54,56,0.0671733538218659,0.5168601680796954
55,57,0.07054493438272823,0.4990393551590586
56,58,0.06275634854375779,0.5057030644875308
57,59,0.058093777331242755,0.4947913970025952
58,60,0.05577640115213704,0.489767119631315
59,61,0.0488732797990602,0.4807707891010505
60,62,0.061230330762842185,0.47652507217397083
61,63,0.05572002422141477,0.42409777324017334
62,64,0.05335198891812141,0.4514901618582323
63,65,0.04694115022617604,0.44321359213572037
64,66,0.05144256334072781,0.39796986319696637
65,67,0.024713496027043293,0.3770131729831749
66,68,0.025126284332526016,0.3907640861405723
67,69,0.012516152895055192,0.34103386076028736
68,70,0.04603769261581591,0.25783980744611656
69,71,0.029083484157857064,0.2514313307893276
