,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
31,2181.0,0,2,2,2,3,2,3,3,3,1,2,2,11,11,3,2,2,2,2,20,12,3,10,24,13,2,2,20,20,12,3,21,3,19,35,35,29,36,2,29,36,38,2,7,28,1,7,41,12,22,36,9,2,23,5,35,39,42,3,37,32,35,2,33,35,35,35,29,35,35
32,2210.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,0,12,3,17,8,6,10,10,1,5,11,18,7,5,31,10,32,28,11,22,13,10,9,8,21,15,8,7,5,18,17,32,17,30,27,6,26,15,22,36,15,31,10,60,25,63,28,25,25,25,0,25,25
33,2232.0,1,1,1,0,1,6,0,5,4,0,11,6,7,7,7,13,8,6,10,6,14,6,12,12,15,0,14,16,8,10,0,15,9,0,11,21,4,6,15,8,39,34,41,33,42,32,37,8,40,39,39,7,46,6,42,6,26,6,41,38,41,19,28,47,19,19,19,19,19,19
34,2243.0,1,2,3,4,4,4,6,2,5,5,5,3,5,5,4,4,4,3,4,5,3,4,3,4,5,6,6,5,4,5,4,4,5,5,4,4,6,4,4,37,5,5,4,4,44,4,3,46,6,44,3,41,3,51,4,43,50,50,0,42,54,4,39,50,4,4,4,50,4,4
35,2256.0,1,1,1,0,1,1,4,1,1,4,0,10,13,13,15,14,17,10,9,15,20,19,22,19,9,20,0,0,17,18,20,10,28,4,24,25,0,17,0,3,23,10,21,19,15,24,30,24,20,31,50,14,52,10,51,21,53,56,56,21,58,55,23,56,55,55,55,22,55,55
36,2265.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,0,8,0,17,17,1,9,25,8,25,17,6,12,25,7,22,1,26,0,38,18,25,42,34,40,41,39,4,1,36,30,35,40,34,39,47,38,43,40,47,39,40,46,46,42,46,46,46,30,46,46
37,2269.0,1,1,1,0,1,1,4,1,1,4,0,10,13,13,15,14,17,10,9,15,20,19,22,19,9,20,0,0,17,18,20,10,28,4,24,25,0,17,0,3,23,10,21,19,15,24,30,24,20,31,20,14,19,10,12,21,19,10,25,49,27,13,52,14,13,13,13,52,13,13
38,2276.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,6,16,17,0,13,5,7,7,6,12,18,4,24,28,1,16,29,1,16,1,30,10,35,7,6,31,17,36,34,45,46,41,40,48,50,49,48,47,1,45,46,11,49,59,40,56,39,0,43,39,39,39,59,39,39
39,2282.0,0,2,2,2,3,2,3,3,3,1,2,2,2,2,3,16,11,15,2,4,16,14,2,11,21,14,24,26,9,2,23,2,15,2,29,23,2,2,14,12,2,24,17,36,33,30,33,2,2,27,2,24,30,28,19,30,32,29,24,31,29,29,17,17,29,29,29,25,29,29
40,2288.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,0,8,7,17,17,1,9,18,14,1,17,6,12,25,17,22,1,26,0,36,38,3,11,1,1,3,6,16,36,5,6,14,37,48,16,55,54,46,51,6,59,59,62,55,16,62,62,62,57,62,62
