,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
62,2481.0,1,1,2,2,0,4,4,4,9,9,9,12,12,10,12,10,10,10,10,10,10,10,23,23,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,17,17,17,6,6,6,6,17,17,17,17,17,17,17,27
63,2485.0,1,1,1,1,1,0,0,8,8,8,11,11,11,11,11,16,17,17,17,17,17,17,17,17,17,5,5,5,5,5,5,32,32,32,35,35,37,37,37,37,37,37,37,37,37,37,37,37,37,33,50,50,50,50,50,50,50,50,52,52,52,52,50,50,50,50,50,50,50,44
64,2493.0,1,1,1,1,1,0,0,0,0,0,0,0,0,8,0,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,32,32,32,32,32,32,32,32,28,28,28,28,32,32,32,32,32,32,32,20
65,2500.0,1,1,1,1,1,0,0,8,8,8,8,8,8,11,8,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,5,35,35,35,35,35,40,40,40,40,40,40,40,40,40,40,10,40,40,40,54,54,54,54,54,11,60,60,60,54,54,54,54,67,67,67,10
66,2604.0,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,13,34,34,34,34,34,34,34,34,3,3,3,3,34,34,34,34,34,34,34,2
67,2606.0,1,0,0,4,4,2,2,2,2,2,2,2,13,5,13,5,5,5,5,5,5,5,5,5,5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,47,18,18,18,18,18,18,18,18,43,43,43,43,18,18,18,18,18,18,18,16
68,2608.0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23,23,23,26,26,26,26,23,23,23,23,23,23,23,13
69,2609.0,1,1,1,1,3,1,1,1,1,1,1,1,1,12,9,12,12,12,12,12,12,12,12,12,25,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,9,9,9,9,9,9,9,9,37,37,37,37,9,9,9,9,9,9,9,35
70,2612.0,1,1,2,2,3,1,1,1,1,1,1,1,1,12,9,12,12,12,12,12,12,12,12,12,25,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,50,6,6,6,6,6,6,6,6,14,14,14,14,6,6,6,6,6,6,6,12
71,2613.0,0,2,3,3,2,6,7,7,7,7,7,7,7,4,7,4,4,4,4,4,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,20,20,20,20,20,20,20,20,59,59,59,59,20,20,20,20,20,20,20,66
72,2617.0,1,1,2,2,0,5,5,5,5,5,5,5,5,14,5,14,14,14,14,14,14,14,14,14,14,26,26,26,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44,29,29,29,29,29,29,29,29,17,17,17,17,29,29,29,29,29,29,29,7
73,2634.0,1,1,2,1,3,1,1,1,1,1,1,1,1,12,9,12,12,12,12,12,12,22,22,22,22,6,6,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,9,28,28,28,28,28,28,28,28,4,4,4,4,28,28,28,28,28,28,28,63
74,2635.0,1,1,2,1,3,1,1,1,1,1,1,1,1,12,9,12,12,12,12,12,12,12,12,12,25,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,9,9,9,9,9,9,9,9,58,58,58,58,60,60,60,60,60,60,60,28
