,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
33,2232.0,1,0,2,3,5,5,2,7,7,7,2,3,3,11,11,11,14,17,14,17,17,17,17,16,16,5,5,0,14,22,30,30,30,34,34,34,30,16,16,7,7,30,30,30,30,30,30,44,40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34,2243.0,1,2,0,4,2,2,1,4,9,9,1,7,7,8,8,8,8,1,8,1,1,1,1,8,8,2,2,23,8,2,21,21,21,23,23,23,21,8,8,18,18,21,21,21,21,46,46,8,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35,2256.0,1,0,2,3,5,5,0,7,7,7,0,0,0,10,10,10,10,15,10,15,15,15,15,22,22,22,22,24,10,5,14,14,14,24,24,24,14,38,38,23,23,14,14,14,14,14,14,38,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
36,2265.0,1,0,2,3,5,5,2,7,2,7,2,3,3,11,11,11,11,17,11,17,17,17,17,24,24,9,9,8,11,20,31,31,31,29,29,29,31,24,24,17,17,42,42,42,42,42,42,24,46,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
37,2269.0,1,0,2,3,5,5,0,7,7,5,0,0,0,10,10,10,10,15,10,15,15,15,15,22,22,22,22,10,10,5,14,14,14,10,10,10,14,38,38,26,26,39,39,39,39,39,39,26,39,30,30,30,30,30,30,30,30,50,50,50,50,50,50,64,64,64,64,64,64,64
38,2276.0,1,0,2,3,4,4,5,5,5,10,11,12,12,0,0,0,0,6,12,6,6,6,6,17,17,19,19,1,12,19,20,20,20,1,1,1,20,17,17,40,40,20,20,20,20,20,20,17,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
39,2282.0,1,0,1,1,1,1,2,2,2,2,9,10,10,3,3,3,3,14,3,14,14,14,14,14,14,9,9,9,3,29,0,0,0,8,8,8,34,14,14,28,28,34,34,34,34,34,34,42,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
40,2288.0,0,2,0,4,2,3,3,0,0,0,3,4,4,13,13,13,13,10,13,10,10,10,10,7,7,13,13,7,13,13,19,19,19,28,28,28,19,7,7,0,0,19,43,43,43,43,43,45,35,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
41,2307.0,1,0,2,0,4,0,6,5,1,10,11,1,1,0,0,0,0,6,12,6,6,6,6,10,10,19,19,11,12,19,26,26,26,11,11,11,26,10,10,14,14,26,26,26,26,26,26,10,25,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
42,2308.0,1,2,1,1,1,1,4,6,6,6,4,9,13,9,9,9,9,4,9,4,4,4,4,1,1,1,1,4,25,27,12,12,12,19,19,19,1,33,33,33,33,1,1,1,1,1,1,33,4,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
43,2327.0,1,0,2,3,5,5,0,7,7,7,0,0,0,10,10,10,10,15,10,15,15,15,15,22,22,5,5,24,10,5,14,14,14,24,24,24,14,38,38,23,23,14,14,14,14,14,14,29,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
44,2343.0,1,2,1,0,0,0,6,1,1,1,10,1,1,12,12,12,12,11,19,11,11,11,11,4,4,25,25,18,19,25,11,11,11,18,18,18,11,32,32,10,41,11,11,11,11,11,11,32,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
45,2347.0,1,0,2,1,5,5,2,2,2,2,2,3,3,3,11,11,11,14,3,14,14,14,14,24,24,9,9,8,27,29,31,31,31,8,8,8,31,24,24,28,28,42,42,42,42,42,42,24,46,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,67,67,67,67
46,2351.0,1,0,2,3,5,5,0,5,5,7,11,12,12,14,14,14,17,16,17,16,21,21,21,17,17,15,15,3,28,15,30,30,30,3,3,3,37,22,22,39,39,37,37,37,37,37,37,22,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
47,2366.0,1,0,2,3,5,5,0,7,7,5,0,0,0,10,10,10,10,15,10,15,15,15,15,22,22,22,22,10,10,5,14,14,14,10,10,10,14,38,38,26,26,39,39,39,39,39,39,26,27,30,30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50
48,2369.0,1,2,1,1,1,1,4,6,6,6,4,9,13,9,9,9,9,4,9,4,4,4,4,1,1,1,1,4,25,27,12,12,12,14,14,14,12,33,33,33,33,12,12,12,12,12,47,33,43,37,37,37,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
49,2372.0,1,0,2,3,4,4,5,5,5,10,11,12,12,14,14,14,17,6,17,20,20,20,20,15,15,26,26,3,17,26,23,23,23,31,31,31,23,15,15,25,25,38,38,38,38,38,38,15,11,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
50,2374.0,1,2,1,1,1,1,4,6,6,6,4,9,13,6,6,6,6,4,6,4,4,4,4,9,9,1,1,16,21,1,12,12,12,16,16,16,22,28,39,6,6,22,22,22,22,22,22,39,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,2386.0,1,2,1,0,0,2,1,1,9,9,8,11,11,1,1,1,1,5,1,5,5,5,5,13,13,11,11,13,1,11,2,16,16,33,33,33,16,37,37,21,21,16,16,16,16,16,16,13,38,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
52,2410.0,1,0,2,0,4,0,6,5,1,10,11,1,1,0,0,0,0,6,0,6,6,6,6,10,10,19,19,11,0,19,26,26,26,11,11,11,26,10,10,31,31,26,26,26,26,26,26,10,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
53,2414.0,1,2,1,1,1,1,4,2,6,6,9,10,10,3,3,3,3,13,18,13,13,13,13,14,25,10,10,21,18,28,22,22,22,21,21,21,34,25,25,34,34,34,34,34,34,34,34,48,5,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
54,2415.0,1,2,1,0,0,2,1,1,9,9,1,7,7,7,7,7,7,5,7,5,5,5,5,13,13,11,11,23,7,11,2,2,2,33,33,33,2,13,13,21,21,2,2,2,2,2,2,40,42,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
55,2432.0,1,2,1,0,0,2,1,1,9,9,8,11,11,1,1,1,1,5,1,5,5,5,5,13,13,11,11,13,1,11,2,16,16,33,33,33,33,37,37,21,21,33,33,33,33,33,33,13,26,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43
56,2433.0,1,0,1,0,4,0,6,1,1,10,10,1,1,12,12,12,12,11,19,11,11,11,11,10,10,0,0,22,19,0,8,8,8,22,22,22,8,32,32,22,22,8,8,8,8,8,8,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2434.0,1,2,1,0,0,2,1,1,9,9,8,11,11,1,1,1,1,5,1,5,5,5,5,13,13,11,11,13,1,11,2,16,16,33,33,33,33,37,37,21,21,33,33,33,33,33,33,13,26,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43
58,2457.0,1,2,1,0,0,0,6,1,1,1,10,1,1,12,12,12,12,11,19,11,11,11,11,10,10,14,14,12,19,14,28,28,28,12,12,12,28,30,30,20,20,28,28,28,28,28,28,30,34,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
59,2462.0,1,0,2,3,5,5,2,7,7,7,2,3,3,11,11,11,11,17,11,17,17,17,17,16,16,5,5,24,11,20,31,31,31,29,29,29,31,29,29,23,23,31,31,31,31,31,31,44,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
60,2467.0,1,2,1,1,1,1,4,6,6,6,8,11,11,9,9,9,9,13,18,13,13,13,13,23,25,10,10,14,18,10,9,32,32,32,32,32,32,25,25,29,29,32,32,32,32,32,32,25,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
61,2473.0,1,0,0,3,4,4,5,8,8,8,5,5,5,4,4,4,4,18,4,18,18,18,18,19,19,18,18,15,4,18,29,29,29,15,15,15,29,19,19,8,8,41,41,41,45,45,45,19,30,18,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
62,2481.0,1,0,2,3,4,4,5,5,5,10,11,12,12,14,14,14,17,6,17,20,20,20,20,17,17,26,26,3,17,26,23,23,23,31,31,31,23,17,17,27,27,23,23,23,23,23,23,17,15,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
63,2485.0,1,2,1,0,0,0,6,1,1,1,10,1,1,1,1,1,1,12,19,12,12,12,12,5,5,8,8,25,24,8,17,17,17,25,25,25,17,5,5,1,1,17,17,17,17,17,17,5,33,8,8,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,63,63,63
64,2493.0,1,2,1,0,0,0,6,1,1,1,10,1,1,12,12,12,12,11,19,11,11,11,11,4,4,25,25,22,19,25,8,8,8,22,22,22,8,32,32,22,22,8,8,8,8,8,8,32,34,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
65,2500.0,1,2,1,0,0,0,6,1,1,1,10,1,1,12,12,12,1,12,19,12,12,12,12,4,4,8,8,5,24,8,11,11,11,5,5,5,11,4,4,10,10,11,11,11,11,11,11,4,24,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
66,2604.0,1,2,1,1,1,1,4,2,6,2,9,9,9,6,15,15,15,3,15,3,3,3,3,6,6,24,24,6,6,24,25,25,25,6,6,6,0,34,34,2,2,0,0,0,0,0,0,34,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
67,2606.0,1,2,0,4,2,3,3,4,4,4,3,6,6,8,8,8,8,1,8,1,1,22,22,18,18,17,17,2,23,17,5,5,5,7,7,7,5,18,18,16,16,5,5,5,5,5,5,18,47,40,40,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
68,2608.0,1,2,1,1,1,1,4,6,6,6,4,9,13,9,9,9,9,4,9,4,4,4,4,23,23,1,1,14,22,27,12,12,12,14,14,14,12,23,23,13,13,12,12,12,12,12,47,23,19,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
69,2609.0,1,2,1,1,1,1,4,2,6,6,9,9,9,6,6,6,6,3,6,3,3,3,3,9,9,24,24,6,6,24,25,25,25,6,6,6,25,9,9,35,35,25,25,25,25,25,25,9,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,65,65,65,65,65,65
70,2612.0,1,2,1,1,1,1,4,2,6,2,9,9,9,6,15,15,15,3,15,3,3,3,3,6,6,24,24,6,15,24,25,25,25,6,6,6,0,6,6,12,12,0,0,0,0,0,0,6,17,24,24,24,24,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
71,2613.0,0,1,3,2,3,6,7,3,3,3,7,2,2,2,2,2,2,8,2,8,8,8,8,20,20,6,6,28,2,6,4,4,4,30,30,30,4,20,20,3,3,4,4,4,4,4,4,20,45,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
72,2617.0,1,0,2,3,5,5,0,7,7,7,2,3,3,14,14,14,14,17,14,17,21,21,21,16,16,5,5,0,14,22,30,30,30,34,34,34,30,22,22,7,7,30,30,30,30,30,30,22,44,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
73,2634.0,1,2,1,1,1,1,4,6,6,6,4,9,13,6,6,6,6,4,6,4,4,4,4,1,1,1,1,4,25,1,12,12,12,4,4,4,22,28,28,36,36,22,22,22,22,22,22,28,9,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,68,68,68
74,2635.0,1,0,1,1,1,1,4,2,2,2,9,10,9,3,15,15,15,14,3,14,14,14,14,6,6,24,24,6,3,29,0,0,0,8,8,8,0,6,6,28,28,0,0,0,0,0,0,42,13,29,29,29,29,29,29,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
