,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
0,2009.0,0,0,0,4,4,4,4,1,0,10,10,10,10,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1,2016.0,0,2,2,0,3,3,1,0,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2018.0,0,0,0,4,4,4,4,1,0,3,3,3,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,63,63,63,63,63,63,63,63
3,2019.0,0,0,3,3,1,1,0,3,3,1,0,1,0,10,4,4,1,0,1,1,1,1,1,1,0,12,12,12,12,12,12,12,12,5,2,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
4,2029.0,0,0,0,2,2,0,3,8,8,8,8,8,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
5,2030.0,0,0,0,4,4,4,4,1,0,3,3,3,1,0,10,10,4,4,4,4,4,4,4,4,1,1,0,5,5,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,65,65,65,65,65,65
6,2033.0,0,0,3,3,1,1,0,3,3,1,0,1,0,10,4,4,1,0,1,1,1,1,1,1,0,12,12,12,12,12,12,12,12,5,2,0,22,22,22,22,22,22,22,22,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
7,2034.0,0,0,3,3,1,1,0,3,3,1,0,5,5,5,5,5,5,5,5,2,0,6,6,2,2,0,6,6,6,14,14,14,14,14,14,6,6,2,0,2,2,0,3,3,3,3,3,3,1,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
8,2044.0,0,0,3,3,1,1,0,3,3,1,0,1,0,10,4,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,1,1,1,1,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
9,2056.0,0,0,3,3,1,1,0,4,1,0,2,2,2,2,2,2,2,2,2,0,6,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
10,2070.0,0,0,3,3,1,1,0,3,3,1,0,5,5,5,5,5,5,5,5,2,0,6,6,2,2,0,6,6,6,14,14,14,14,14,14,6,6,2,0,4,4,4,4,4,4,4,4,1,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
11,2084.0,0,0,3,3,1,1,0,3,3,1,0,1,0,6,6,6,6,6,6,6,2,0,11,11,11,11,11,11,11,11,5,5,5,2,0,14,14,6,2,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
12,2085.0,0,0,0,4,4,4,4,1,0,10,10,10,10,4,1,0,10,10,10,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
